
0,0,high|discrete,null,null,null,high|continuous,null,null,high|discrete,null,null,,1,HEALTH-BOTTOM_LEFT-BIG-vidaDiscreta-|null|SHIELDS-BOTTOM_CENTER-BIG-escudosDiscretos-|null|null|null|null|null|null|CHARACTER_PROGRESS-BOTTOM_CENTER-BIG-progresoPersonajeContinuo-
0,0,high|continuous,high,null,null,medium|continuous,low,null,high|continuous,null,null,,1,HEALTH-TOP_LEFT-BIG-vidaContinua-|SCORE-TOP_RIGHT-BIG-puntos-|SHIELDS-TOP_LEFT-BIG-escudosContinuos-|COLLECTABLE-TOP_LEFT-SMALL-collectable-|null|null|null|null|null|CHARACTER_PROGRESS-TOP_LEFT-MEDIUM-progresoPersonajeContinuo-
0,0,low|discrete,null,low|infinite|3,null,null,null,null,null,null,null,,1,HEALTH-BOTTOM_LEFT-SMALL-vidaDiscreta-|null|null|null|null|ABILITIES-BOTTOM_LEFT-SMALL-habilidadInfinita-|null|null|null|null
0,0,medium|continuous,null,null,medium,null,null,null,medium|discrete,null,null,,1,HEALTH-TOP_LEFT-MEDIUM-vidaContinua-|null|SHIELDS-TOP_LEFT-MEDIUM-escudosDiscretos-|null|null|null|null|null|CHARACTER_INFO-TOP_LEFT-MEDIUM-informacionPersonaje-|null
0,0,medium|discrete,high,high|limited|2,high,null,null,null,null,null,null,,1,HEALTH-TOP_LEFT-MEDIUM-vidaDiscreta-|SCORE-TOP_RIGHT-BIG-puntos-|null|null|null|ABILITIES-BOTTOM_LEFT-BIG-habilidadLimitada-|null|null|CHARACTER_INFO-TOP_LEFT-BIG-informacionPersonaje-|null
0,0,null,high,null,high,null,null,medium|discrete|progressDone,null,high|countdown,null,,1,null|SCORE-TOP_RIGHT-BIG-puntos-|null|null|null|null|TIME-TOP_LEFT-BIG-tiempoCountdown-|LEVEL_PROGRESS-BOTTOM_CENTER-BIG-progresoNivelDiscreto-|null|null
0,0,medium|discrete,high,null,null,null,high,null,null,medium|countdown,null,,1,HEALTH-TOP_LEFT-MEDIUM-vidaDiscreta-|SCORE-TOP_LEFT-BIG-puntos-|null|COLLECTABLE-TOP_LEFT-BIG-collectable-|null|null|TIME-TOP_RIGHT-MEDIUM-tiempoCountdown-|null|null|null
0,0,null,high,null,null,null,null,null,null,low|countdown,null,,1,null|SCORE-TOP_LEFT-VERY_BIG-puntos-|null|null|null|null|TIME-TOP_RIGHT-SMALL-tiempoCountdown-|null|null|null
0,0,null,null,null,null,null,null,null,null,low|chrono,null,,1,null|null|null|null|null|null|TIME-TOP_LEFT-SMALL-tiempoChrono-|null|null|null
0,0,null,veryHigh,null,null,null,veryHigh,null,null,null,null,,1,null|SCORE-TOP_CENTER-VERY_BIG-puntos-|null|COLLECTABLE-TOP_CENTER-VERY_BIG-collectable-|null|null|null|null|null|null
0,0,medium|discrete,null,null,null,null,low,high|discrete|progressDone,medium|discrete,null,high|limited|1,,1,HEALTH-TOP_LEFT-MEDIUM-vidaDiscreta-|null|SHIELDS-TOP_LEFT-BIG-escudosDiscretos-|COLLECTABLE-TOP_LEFT-SMALL-collectable-|WEAPONS-TOP_LEFT-VERY_BIG-armaInfinita-|null|null|LEVEL_PROGRESS-BOTTOM_LEFT-BIG-progresoNivelDiscreto-|null|null
0,0,high|discrete,low,null,null,null,low,veryLow|discrete|progressDone,null,veryLow|chrono,null,,1,HEALTH-TOP_LEFT-BIG-vidaDiscreta-|SCORE-TOP_RIGHT-SMALL-puntos-|null|COLLECTABLE-TOP_LEFT-SMALL-collectable-|null|null|TIME-TOP_RIGHT-VERY_SMALL-tiempoChrono-|LEVEL_PROGRESS-TOP_RIGHT-VERY_SMALL-progresoNivelDiscreto-|null|null
0,0,null,null,null,null,null,low,null,null,null,null,,1,null|null|null|COLLECTABLE-TOP_LEFT-SMALL-collectable-|null|null|null|null|null|null
0,0,high|continuous,low,null,null,null,null,null,high|continuous,null,null,,1,HEALTH-TOP_LEFT-BIG-vidaContinua-|SCORE-TOP_LEFT-SMALL-puntos-|SHIELDS-TOP_LEFT-BIG-escudosContinuos-|null|null|null|null|null|null|null
0,0,high|continuous,low,null,null,null,low,null,high|continuous,medium|countdown,null,,1,HEALTH-TOP_LEFT-BIG-vidaContinua-|SCORE-BOTTOM_RIGHT-SMALL-puntos-|SHIELDS-TOP_LEFT-BIG-escudosContinuos-|COLLECTABLE-BOTTOM_RIGHT-SMALL-collectable-|null|null|TIME-TOP_LEFT-MEDIUM-tiempoCountdown-|null|null|null
0,0,null,high,veryHigh|infinite|2,null,null,null,null,null,null,null,,1,null|SCORE-TOP_LEFT-BIG-puntos-|null|null|null|ABILITIES-TOP_RIGHT-VERY_BIG-habilidadInfinita-|null|null|null|null
0,0,low|discrete,null,veryHigh|infinite|2,null,null,null,null,low|discrete,null,null,,1,HEALTH-BOTTOM_CENTER-SMALL-vidaDiscreta-|null|SHIELDS-BOTTOM_CENTER-SMALL-escudosDiscretos-|null|null|ABILITIES-BOTTOM_RIGHT-BIG-habilidadInfinita-|null|null|null|null
0,0,high|discrete,null,veryHigh|infinite|2,null,null,null,null,low|discrete,null,null,,1,HEALTH-TOP_LEFT-BIG-vidaDiscreta-|SCORE-TOP_LEFT-SMALL-puntos-|SHIELDS-TOP_LEFT-VERY_BIG-escudosContinuos-|null|null|ABILITIES-BOTTOM_RIGHT-BIG-habilidadInfinita-|null|null|null|null
0,0,high|discrete,high,high|limited|2,null,null,null,null,null,null,null,,1,HEALTH-TOP_LEFT-BIG-vidaDiscreta-|SCORE-TOP_RIGHT-BIG-puntos-|null|null|null|ABILITIES-TOP_RIGHT-BIG-habilidadLimitada-|null|null|null|null
0,0,null,high,null,null,null,high,null,null,null,null,,1,null|SCORE-TOP_RIGHT-BIG-puntos-|null|COLLECTABLE-TOP_RIGHT-SMALL-collectable-|null|null|null|null|null|null
0,0,null,null,high|limited|3,null,null,medium,null,null,veryHigh|countdown,null,,1,null|null|null|COLLECTABLE-TOP_RIGHT-MEDIUM-collectable-|null|ABILITIES-TOP_CENTER-BIG-habilidadLimitada-|TIME-TOP_CENTER-VERY_BIG-tiempoCountdown-|null|null|null
0,0,veryHigh|continuous,low,high|limited|2,null,null,null,null,high|continuous,null,null,,1,HEALTH-TOP_LEFT-VERY_BIG-vidaContinua-|SCORE-TOP_LEFT-SMALL-puntos-|SHIELDS-TOP_LEFT-BIG-escudosContinuos-|null|null|ABILITIES-TOP_RIGHT-BIG-habilidadLimitada-|null|null|null|null
